seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	rawDiff
scaffold_2247	1182723	1187870	5148	*	326	263.526616876658	-2.07502431104658	-94.6002101512809	8.8292424509977e-05	0.00114435836001371	1013588	1013913	326	-0.786656646919803
scaffold_2286	835015	835888	874	*	30	25.7785287877926	-2.30158715910165	-72.5479297570363	8.8292424509977e-05	0.00114435836001371	2947649	2947678	30	-0.887493681543481
scaffold_2273	276816	278427	1612	*	101	75.4498491949247	-1.95301480630978	-65.0089336290439	8.8292424509977e-05	0.00114435836001371	2458432	2458532	101	-0.762702689351809
scaffold_2242	488106	490291	2186	*	51	42.2805325618295	-2.24002137848558	-63.3987411634862	8.8292424509977e-05	0.00114435836001371	418939	418989	51	-0.752411779315528
scaffold_2410	2231	3855	1625	*	52	42.3086885592193	-2.25843636147709	-57.950568298934	8.8292424509977e-05	0.00114435836001371	4666928	4666979	52	-0.766620227868451
scaffold_2247	1169753	1178704	8952	*	463	316.363672525965	-1.72386554281012	-57.8325075502713	8.8292424509977e-05	0.00114435836001371	1012993	1013455	463	-0.649998337043553
scaffold_2286	823641	824220	580	*	35	28.2590714964952	-2.18009033596387	-57.2133789799331	8.8292424509977e-05	0.00114435836001371	2947535	2947569	35	-0.815596893471509
scaffold_2305	173420	173563	144	*	7	6.08592699770303	-2.42538247497958	-56.915798683876	8.8292424509977e-05	0.00114435836001371	3412581	3412587	7	-0.89999854617055
scaffold_2292	617663	618249	587	*	19	15.1191518586589	-2.44380861549102	-53.9363037360677	8.8292424509977e-05	0.00114435836001371	3125422	3125440	19	-0.914766163520049
scaffold_2333	44745	47597	2853	*	105	87.2570211667805	-2.20577154955547	-52.772645474655	8.8292424509977e-05	0.00114435836001371	3914280	3914384	105	-0.7980727503664
scaffold_3689	1015	1367	353	*	13	11.1153791744757	-2.44355628356069	-50.505619103585	8.8292424509977e-05	0.00114435836001371	5191198	5191210	13	-0.938584813878932
scaffold_2458	928	1701	774	*	41	19.8836079828764	-2.23909791920618	-49.7100886905383	8.8292424509977e-05	0.00114435836001371	4856135	4856175	41	-0.58882633437808
scaffold_2315	533551	534607	1057	*	50	36.6103715956505	-2.08077789859417	-47.669738838137	8.8292424509977e-05	0.00114435836001371	3638964	3639013	50	-0.728847113606499
scaffold_2274	506447	510464	4018	*	126	90.3121589704505	-1.97783788202445	-46.5113007270252	8.8292424509977e-05	0.00114435836001371	2505055	2505180	126	-0.702152214740425
