seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	rawDiff
scaffold_17	772027	773520	1494	*	63	53.1823187786506	-2.3412064674852	-67.396280914624	8.60585197934596e-05	0.00205936528067156	1427866	1427928	63	-0.845577514986119
scaffold_283	78222	79513	1292	*	41	35.0091672140378	-2.49879987693924	-55.9994290310967	8.60585197934596e-05	0.00205936528067156	2742324	2742364	41	-0.916295242693167
scaffold_273	57273	58141	869	*	52	44.6318457171449	-2.3254867194715	-53.0230153392986	8.60585197934596e-05	0.00205936528067156	2666014	2666065	52	-0.807576134344827
scaffold_72	610567	611213	647	*	26	20.1402703819242	-1.96867196590214	-50.8186335217879	8.60585197934596e-05	0.00205936528067156	4734289	4734314	26	-0.775031540664884
scaffold_24	909928	910447	520	*	19	14.3568530457429	-2.3473517781157	-43.9003549012049	8.60585197934596e-05	0.00205936528067156	2369285	2369303	19	-0.88926233234122
scaffold_916	640	1653	1014	*	68	47.6576175247257	-1.72391786926026	-42.2060573540904	8.60585197934596e-05	0.00205936528067156	5254600	5254667	68	-0.680969682695486
scaffold_140	414927	415236	310	*	13	10.5495204522309	-2.30187420435215	-41.7697658886924	8.60585197934596e-05	0.00205936528067156	967705	967717	13	-0.858939975118487
scaffold_181	253976	259369	5394	*	127	87.6000808791728	-1.77698478417124	-40.5079498861113	8.60585197934596e-05	0.00205936528067156	1617663	1617789	127	-0.649003170650371
scaffold_7	585096	586193	1098	*	44	34.9117838400692	-2.08146548406212	-40.3114114507759	8.60585197934596e-05	0.00205936528067156	4631048	4631091	44	-0.820339001256508
scaffold_11	1493898	1494622	725	*	14	10.3329534011252	-2.21451643691683	-37.9458334219604	8.60585197934596e-05	0.00205936528067156	366209	366222	14	-0.829452084778136
scaffold_233	40124	40358	235	*	14	9.01753631635119	-1.7622740307954	-35.41965629582	8.60585197934596e-05	0.00205936528067156	2312738	2312751	14	-0.660686953851355
scaffold_814	3258	4554	1297	*	32	24.459169212312	-2.04721167781317	-35.1132988793881	8.60585197934596e-05	0.00205936528067156	4996233	4996264	32	-0.755136073715115
