seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_2251,409193,417336,8144,*,440,262.640798035874,-1.60987011052674,-110.259351615825,4.20716058731962e-05,0.000321144210536316,879127,879566,440
scaffold_2328,303151,307985,4835,*,226,172.130234876185,-1.95202142900352,-90.4822812393086,4.20716058731962e-05,0.000321144210536316,3079484,3079709,226
scaffold_2240,5708919,5712395,3477,*,128,61.4337042780084,1.37616793475574,73.4487838254879,4.20716058731962e-05,0.000321144210536316,41472,41599,128
scaffold_2274,540844,546381,5538,*,295,114.231242113343,-1.13096195028984,-70.6453346050921,4.20716058731962e-05,0.000321144210536316,1917862,1918156,295
scaffold_2740,5746,7026,1281,*,94,82.3267021975082,-2.28445774359352,-65.4743986018992,4.20716058731962e-05,0.000321144210536316,4220548,4220641,94
scaffold_2691,1156,6242,5087,*,282,160.013428008189,-1.48230588231966,-63.5239280698555,4.20716058731962e-05,0.000321144210536316,4210654,4210935,282
scaffold_2242,4470905,4475512,4608,*,312,173.711289974098,-1.45106980921614,-62.6941632331084,4.20716058731962e-05,0.000321144210536316,320869,321180,312
scaffold_2241,4376903,4378670,1768,*,83,66.0712120449978,-1.90535075153785,-61.9555589727611,4.20716058731962e-05,0.000321144210536316,162983,163065,83
scaffold_2327,223626,227565,3940,*,263,109.31920861386,-1.23609129096581,-56.2271442742929,4.20716058731962e-05,0.000321144210536316,3060461,3060723,263
scaffold_2342,189796,192540,2745,*,130,86.2630693441691,-1.70313868419662,-53.2096167856862,4.20716058731962e-05,0.000321144210536316,3257521,3257650,130
scaffold_2311,65453,70961,5509,*,278,123.139791678399,-1.20287957165912,-51.7387607397194,4.20716058731962e-05,0.000321144210536316,2834380,2834657,278
scaffold_2274,506939,510005,3067,*,142,83.8397943270288,-1.50974250196751,-51.2602443652464,4.20716058731962e-05,0.000321144210536316,1916837,1916978,142
scaffold_2303,572745,573568,824,*,24,14.7460909296757,-1.81264941314626,-50.8319135850003,4.20716058731962e-05,0.000321144210536316,2704852,2704875,24
scaffold_2340,323718,331008,7291,*,370,137.416599525635,-1.2386628044723,-50.8136831879291,4.20716058731962e-05,0.000321144210536316,3232602,3232971,370
scaffold_2285,695505,697295,1791,*,87,59.5581388933182,-1.85935805194093,-50.0478559888323,4.20716058731962e-05,0.000321144210536316,2313456,2313542,87
scaffold_2280,446515,450215,3701,*,164,60.070621944391,-1.14514927634306,-49.5209477531642,4.20716058731962e-05,0.000321144210536316,2114842,2115005,164
scaffold_2290,2788,4273,1486,*,71,41.876063403672,-1.55201527386057,-48.1937020454831,4.20716058731962e-05,0.000321144210536316,2402328,2402398,71
