seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	rawDiff
scaffold_2251	409193	417336	8144	*	440	262.640798035874	-1.60987011052674	-110.259351615825	4.20716058731962e-05	0.000321144210536316	879127	879566	440	-0.576046835506872
scaffold_2328	303151	307985	4835	*	226	172.130234876185	-1.95202142900352	-90.4822812393086	4.20716058731962e-05	0.000321144210536316	3079484	3079709	226	-0.739380830970687
scaffold_2240	5708919	5712395	3477	*	128	61.4337042780084	1.37616793475574	73.4487838254879	4.20716058731962e-05	0.000321144210536316	41472	41599	128	0.488363467625979
scaffold_2274	540844	546381	5538	*	295	114.231242113343	-1.13096195028984	-70.6453346050921	4.20716058731962e-05	0.000321144210536316	1917862	1918156	295	-0.379606120116011
scaffold_2740	5746	7026	1281	*	94	82.3267021975082	-2.28445774359352	-65.4743986018992	4.20716058731962e-05	0.000321144210536316	4220548	4220641	94	-0.816206052720718
scaffold_2691	1156	6242	5087	*	282	160.013428008189	-1.48230588231966	-63.5239280698555	4.20716058731962e-05	0.000321144210536316	4210654	4210935	282	-0.54142367477141
scaffold_2242	4470905	4475512	4608	*	312	173.711289974098	-1.45106980921614	-62.6941632331084	4.20716058731962e-05	0.000321144210536316	320869	321180	312	-0.496086530788968
scaffold_2241	4376903	4378670	1768	*	83	66.0712120449978	-1.90535075153785	-61.9555589727611	4.20716058731962e-05	0.000321144210536316	162983	163065	83	-0.726739495855626
scaffold_2327	223626	227565	3940	*	263	109.31920861386	-1.23609129096581	-56.2271442742929	4.20716058731962e-05	0.000321144210536316	3060461	3060723	263	-0.396286602920955
scaffold_2342	189796	192540	2745	*	130	86.2630693441691	-1.70313868419662	-53.2096167856862	4.20716058731962e-05	0.000321144210536316	3257521	3257650	130	-0.647263581137289
scaffold_2311	65453	70961	5509	*	278	123.139791678399	-1.20287957165912	-51.7387607397194	4.20716058731962e-05	0.000321144210536316	2834380	2834657	278	-0.417441597476511
scaffold_2274	506939	510005	3067	*	142	83.8397943270288	-1.50974250196751	-51.2602443652464	4.20716058731962e-05	0.000321144210536316	1916837	1916978	142	-0.570180195071163
scaffold_2303	572745	573568	824	*	24	14.7460909296757	-1.81264941314626	-50.8319135850003	4.20716058731962e-05	0.000321144210536316	2704852	2704875	24	-0.696750961537267
scaffold_2340	323718	331008	7291	*	370	137.416599525635	-1.2386628044723	-50.8136831879291	4.20716058731962e-05	0.000321144210536316	3232602	3232971	370	-0.322017135097602
scaffold_2285	695505	697295	1791	*	87	59.5581388933182	-1.85935805194093	-50.0478559888323	4.20716058731962e-05	0.000321144210536316	2313456	2313542	87	-0.713596997627162
scaffold_2280	446515	450215	3701	*	164	60.070621944391	-1.14514927634306	-49.5209477531642	4.20716058731962e-05	0.000321144210536316	2114842	2115005	164	-0.345362274140119
scaffold_2290	2788	4273	1486	*	71	41.876063403672	-1.55201527386057	-48.1937020454831	4.20716058731962e-05	0.000321144210536316	2402328	2402398	71	-0.564637705727024
scaffold_2253	2187558	2190974	3417	*	152	83.7106613636051	-1.47532967070367	-47.7037970310805	4.20716058731962e-05	0.000321144210536316	1114714	1114865	152	-0.528917395432243
scaffold_2315	533790	534665	876	*	39	20.5600348976993	-1.52426883761481	-45.7667626270061	4.20716058731962e-05	0.000321144210536316	2909576	2909614	39	-0.474026116323088
scaffold_2241	6254058	6254263	206	*	16	13.643239123904	2.12575540799533	44.3585979369951	4.20716058731962e-05	0.000321144210536316	166253	166268	16	0.817742131542889
scaffold_2298	287760	288387	628	*	21	17.4947453147699	-2.2414505001777	-43.387279373666	4.20716058731962e-05	0.000321144210536316	2569032	2569052	21	-0.736584611872003
scaffold_2351	215038	216312	1275	*	66	44.1401008890332	-1.68234694242972	-42.4452842010067	4.20716058731962e-05	0.000321144210536316	3368372	3368437	66	-0.638594131778763
scaffold_2250	1951766	1953968	2203	*	157	45.5874345077847	-1.01184154822534	-42.4177081268091	4.20716058731962e-05	0.000321144210536316	845988	846144	157	-0.264730448431353
scaffold_2251	661619	663214	1596	*	73	18.8145635166864	-0.942491853402516	-41.0547378626547	4.20716058731962e-05	0.000321144210536316	888268	888340	73	-0.270885862448437
scaffold_2283	42306	45826	3521	*	113	59.6924828433325	1.37435221217014	40.9668053818328	4.20716058731962e-05	0.000321144210536316	2215528	2215640	113	0.572414607128525
scaffold_2245	1537948	1538347	400	*	21	17.7764740615276	-2.307762778526	-40.3543535160305	4.20716058731962e-05	0.000321144210536316	513539	513559	21	-0.838145569052627
scaffold_2249	21693	22155	463	*	50	22.5304595810267	-1.18896331601915	-40.0958015022332	4.20716058731962e-05	0.000321144210536316	803276	803325	50	-0.444916634432468
scaffold_2294	421766	425577	3812	*	221	152.252737466469	-1.74948060674693	-39.7546632006145	4.20716058731962e-05	0.000321144210536316	2499326	2499546	221	-0.648959683146763
scaffold_2290	703325	704638	1314	*	70	37.5680662672265	-1.53752550819562	-39.5969714502051	4.20716058731962e-05	0.000321144210536316	2424481	2424550	70	-0.541068944387337
scaffold_2241	5131611	5132935	1325	*	53	39.2290338738618	-1.77349489383577	-39.4571248200506	4.20716058731962e-05	0.000321144210536316	164080	164132	53	-0.725620902664905
scaffold_2310	305828	306598	771	*	37	18.3026514651465	-1.54254632467036	-38.2204159527546	4.20716058731962e-05	0.000321144210536316	2819699	2819735	37	-0.514273431750999
scaffold_2267	722022	722878	857	*	29	19.5581162104856	-1.87149456315441	-38.1023808920963	4.20716058731962e-05	0.000321144210536316	1710268	1710296	29	-0.722921875298922
scaffold_2241	4021278	4021760	483	*	29	17.2367563929784	-1.56062441018411	-37.6099396340771	4.20716058731962e-05	0.000321144210536316	162485	162513	29	-0.620549497817751
scaffold_2263	112368	113900	1533	*	58	37.775415541924	-1.80670029123949	-37.231263067239	4.20716058731962e-05	0.000321144210536316	1514796	1514853	58	-0.680212248265097
scaffold_2240	3093574	3094516	943	*	22	17.683728003105	-2.04690708601651	-37.1534381270156	4.20716058731962e-05	0.000321144210536316	36025	36046	22	-0.767104346447737
scaffold_2375	176439	177182	744	*	30	10.5878558724982	-1.38554083257482	-37.0102171301683	4.20716058731962e-05	0.000321144210536316	3617983	3618012	30	-0.469222032139847
scaffold_2306	184414	184916	503	*	26	12.8757020221491	-1.37881358650939	-36.7984645071448	4.20716058731962e-05	0.000321144210536316	2760375	2760400	26	-0.504374012544001
scaffold_3250	201	1484	1284	*	72	49.4200465578769	-1.68948697110315	-36.7850666507333	4.20716058731962e-05	0.000321144210536316	4273965	4274036	72	-0.647557767679815
scaffold_2353	334555	335704	1150	*	31	21.4776255109131	-1.77046585302418	-36.6405342012676	4.20716058731962e-05	0.000321144210536316	3381638	3381668	31	-0.653032461640473
scaffold_2306	197941	200370	2430	*	91	54.0644173055707	-1.75149564611509	-36.494565321162	4.20716058731962e-05	0.000321144210536316	2760494	2760584	91	-0.649432386331179
scaffold_2434	26618	32124	5507	*	291	154.77122168207	-1.38666614767993	-36.0138723227941	4.20716058731962e-05	0.000321144210536316	3946533	3946823	291	-0.499342693918426
scaffold_2262	1191115	1194184	3070	*	111	44.4030949867603	-1.26534193680171	-35.9746321980074	4.20716058731962e-05	0.000321144210536316	1497511	1497621	111	-0.398176695032017
scaffold_2276	1220215	1224156	3942	*	222	102.175960662393	-1.29723330950084	-35.844345728691	4.20716058731962e-05	0.000321144210536316	1980617	1980838	222	-0.421816701578336
scaffold_2242	488240	490140	1901	*	58	25.6716452409556	-1.31676362401715	-35.5610609859658	4.20716058731962e-05	0.000321144210536316	183944	184001	58	-0.43313993972054
scaffold_2348	164343	165129	787	*	39	19.5949690102968	1.35881872002761	35.2818839448236	4.20716058731962e-05	0.000321144210536316	3337366	3337404	39	0.511060024218797
scaffold_2302	237	677	441	*	27	16.2748668449038	1.80243583358703	34.744869252619	4.20716058731962e-05	0.000321144210536316	2660001	2660027	27	0.646886634974415
scaffold_2610	10692	11730	1039	*	70	39.0621299500931	-1.50711727406531	-34.6995956821629	4.20716058731962e-05	0.000321144210536316	4186808	4186877	70	-0.540902672930306
scaffold_2248	2818	4651	1834	*	50	28.4749123723143	1.46218934160359	34.5808295511535	4.20716058731962e-05	0.000321144210536316	720018	720067	50	0.535806249403418
scaffold_2306	193067	194365	1299	*	22	18.2340372005883	-1.85956909902798	-34.4213432479518	4.20716058731962e-05	0.000321144210536316	2760444	2760465	22	-0.769909767310519
scaffold_2293	272666	274155	1490	*	90	65.5735385867131	-1.99865282549532	-34.1569164647178	4.20716058731962e-05	0.000321144210536316	2473068	2473157	90	-0.611376582633153
scaffold_2324	120132	121347	1216	*	76	33.4017137000935	-1.32927209029664	-34.1532459366674	4.20716058731962e-05	0.000321144210536316	3019974	3020049	76	-0.454640760350826
