seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_2247,1182723,1187924,5202,*,391,304.328055879893,-2.02799971537363,-93.3866121793573,8.41750841750842e-05,0.000720661767173395,1238728,1239118,391
scaffold_2286,823641,824220,580,*,44,39.382879055982,-2.30749751215128,-81.9593900386939,8.41750841750842e-05,0.000720661767173395,3668548,3668591,44
scaffold_2286,835015,835888,874,*,30,25.6438097903057,-2.27612066091538,-75.3892708710229,8.41750841750842e-05,0.000720661767173395,3668661,3668690,30
scaffold_2273,276816,278427,1612,*,150,105.970184879225,-1.81126737308487,-63.2294583762657,8.41750841750842e-05,0.000720661767173395,3103060,3103209,150
scaffold_2303,594005,595574,1570,*,88,55.7682617379689,-1.62053756877971,-57.0392761994525,8.41750841750842e-05,0.000720661767173395,4230543,4230630,88
scaffold_2247,1169787,1178679,8893,*,534,339.652967776176,-1.65442961167235,-56.2184146223092,8.41750841750842e-05,0.000720661767173395,1238051,1238584,534
scaffold_2375,176460,177355,896,*,39,18.5349007493824,-1.53624759543291,-55.3133039330339,8.41750841750842e-05,0.000720661767173395,5515660,5515698,39
scaffold_2410,2363,4187,1825,*,53,40.6999532933455,-2.05510121190781,-55.1528778973564,8.41750841750842e-05,0.000720661767173395,5808791,5808843,53
scaffold_2242,488024,490410,2387,*,74,57.3140042833959,-2.1050670458868,-54.5431733194591,8.41750841750842e-05,0.000720661767173395,513197,513270,74
scaffold_2263,815596,816740,1145,*,55,41.5412948813465,-1.96636144719124,-52.6234873808912,8.41750841750842e-05,0.000720661767173395,2539038,2539092,55
scaffold_3196,1465,3008,1544,*,186,33.6517153804652,-0.468650654412921,-49.2104688435507,8.41750841750842e-05,0.000720661767173395,6409108,6409293,186
scaffold_2333,44745,47280,2536,*,111,95.8638563825552,-2.28850618460096,-47.4112230551611,8.41750841750842e-05,0.000720661767173395,4897188,4897298,111
scaffold_2253,2187701,2191213,3513,*,173,120.601002191983,-1.95555396009068,-46.6696156396349,8.41750841750842e-05,0.000720661767173395,1865427,1865599,173
scaffold_2267,595580,596522,943,*,34,25.8107692000597,-2.05127808417246,-46.2963909206969,8.41750841750842e-05,0.000720661767173395,2787143,2787176,34
scaffold_2289,197180,198966,1787,*,76,64.7915285992343,-2.01517147620672,-45.2957615698437,8.41750841750842e-05,0.000720661767173395,3755100,3755175,76
scaffold_3689,1015,1334,320,*,16,14.3668589416296,-2.42865855411866,-43.9147625873438,8.41750841750842e-05,0.000720661767173395,6443496,6443511,16
scaffold_2292,617663,618249,587,*,20,15.741230410147,-2.38749748553102,-43.3780157678807,8.41750841750842e-05,0.000720661767173395,3876970,3876989,20
scaffold_2315,414708,415104,397,*,38,29.9805369114814,-2.13584587250542,-42.7667799838776,8.41750841750842e-05,0.000720661767173395,4531866,4531903,38
scaffold_2453,2397,2831,435,*,14,11.3664987685342,-2.32102091124973,-42.7461900898806,8.41750841750842e-05,0.000720661767173395,6026473,6026486,14
scaffold_2240,4534269,4534353,85,*,8,5.71849229539071,-1.92298861154349,-42.4380688150958,8.41750841750842e-05,0.000720661767173395,172933,172940,8
scaffold_2274,505090,510464,5375,*,138,105.562998283619,-2.0945661446774,-42.3888144913364,8.41750841750842e-05,0.000720661767173395,3152056,3152193,138
scaffold_2277,1185902,1186583,682,*,36,19.3254383397144,-1.53701080161648,-42.1133836196474,8.41750841750842e-05,0.000720661767173395,3293919,3293954,36
