seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_283,78222,79513,1292,*,81,68.7285487211462,-2.5190016235601,-102.265387118189,0.000111582236108012,0.00129886231202902,3556640,3556720,81
scaffold_126,103022,103273,252,*,6,5.17247569875335,-2.43669721863161,-96.4709819894043,0.000111582236108012,0.00129886231202902,867745,867750,6
scaffold_17,771932,773415,1484,*,68,54.7026037563398,-2.32666943762686,-71.4368042959345,0.000111582236108012,0.00129886231202902,1848041,1848108,68
scaffold_5,504432,505768,1337,*,126,76.1690314644219,-1.56302848237288,-62.8264047315549,0.000111582236108012,0.00129886231202902,5109931,5110056,126
scaffold_20,92391,92876,486,*,44,19.1344848924655,1.41415568785716,57.5419567588229,0.000111582236108012,0.00129886231202902,2478018,2478061,44
scaffold_916,662,1653,992,*,71,51.1481507929084,-1.91856786913432,-57.4554082007585,0.000111582236108012,0.00129886231202902,6787031,6787101,71
scaffold_273,57273,58266,994,*,68,57.7750449721763,-2.22217142682729,-57.4251509474882,0.000111582236108012,0.00129886231202902,3456869,3456936,68
scaffold_19,677486,678499,1014,*,49,29.306552240529,-1.62935764494882,-49.7105629110373,0.000111582236108012,0.00129886231202902,2206978,2207026,49
scaffold_315,52732,53517,786,*,68,19.936747976594,0.648822914943385,49.5365740017391,0.000111582236108012,0.00129886231202902,3932260,3932327,68
scaffold_70,343573,343943,371,*,50,15.5214897399857,0.798579088696985,46.1848074237552,0.000111582236108012,0.00129886231202902,6057071,6057120,50
scaffold_11,1493898,1494622,725,*,14,10.9315643539281,-2.23510754558697,-44.5815644005086,0.000111582236108012,0.00129886231202902,481006,481019,14
scaffold_293,97075,98648,1574,*,86,54.806847328299,-1.77016269134336,-39.3991155196111,0.000111582236108012,0.00129886231202902,3652322,3652407,86
scaffold_182,68132,68827,696,*,58,39.644460507473,1.65443154911542,39.1894958196318,0.000111582236108012,0.00129886231202902,2092366,2092423,58
scaffold_181,253976,259167,5192,*,156,99.4228991705529,-1.7128927624443,-39.1887598630167,0.000111582236108012,0.00129886231202902,2087889,2088044,156
scaffold_204,117886,119078,1193,*,59,36.0038193231428,-1.49913528274814,-38.5593122053011,0.000111582236108012,0.00129886231202902,2578380,2578438,59
scaffold_128,354944,356326,1383,*,68,41.5349003104266,-1.79743738393483,-38.5309542217825,0.000111582236108012,0.00129886231202902,911124,911191,68
scaffold_9,1144522,1145451,930,*,48,25.8375197570906,-1.51598276561242,-37.1923597762711,0.000111582236108012,0.00129886231202902,6702771,6702818,48
scaffold_7,585015,586193,1179,*,44,33.402323865643,-1.92979146045324,-36.7062242187562,0.000111582236108012,0.00129886231202902,5983428,5983471,44
scaffold_72,610566,611213,648,*,38,25.4191853053414,-1.73213594759062,-36.6888276733897,0.000111582236108012,0.00129886231202902,6121863,6121900,38
scaffold_37,585340,586514,1175,*,64,39.3586783539508,1.57259405150136,36.3829167192456,0.000111582236108012,0.00129886231202902,4321181,4321244,64
scaffold_17,769540,770701,1162,*,53,40.9940140961872,-2.0060239096392,-34.9854907422181,0.000111582236108012,0.00129886231202902,1847939,1847991,53
scaffold_37,1001158,1001883,726,*,88,53.5479950385877,1.79493052143785,34.2888512495245,0.000111582236108012,0.00129886231202902,4336018,4336105,88
scaffold_134,308267,309250,984,*,31,16.9059272410174,-1.76969984008156,-33.899731830309,0.000111582236108012,0.00129886231202902,1075464,1075494,31
scaffold_5,2738446,2739117,672,*,46,30.409999457513,-2.03497210515064,-33.6230828566021,0.000111582236108012,0.00129886231202902,5187757,5187802,46
scaffold_233,38308,39046,739,*,32,17.3250067786809,-1.64000706793651,-33.512468409254,0.000111582236108012,0.00129886231202902,2991346,2991377,32
scaffold_99,308665,312450,3786,*,166,36.5839862550823,0.672175962103406,32.8417157517722,0.000111582236108012,0.00129886231202902,6951532,6951697,166
scaffold_5,1705753,1706987,1235,*,78,26.1904916613644,0.940310439138389,32.3810518204722,0.000111582236108012,0.00129886231202902,5150667,5150744,78
scaffold_53,589337,593290,3954,*,148,68.7099958034609,-1.25528188394419,-32.2130860142406,0.000111582236108012,0.00129886231202902,5350692,5350839,148
scaffold_501,4822,5307,486,*,26,9.15053661238186,-1.18721742134767,-32.003710775508,0.000111582236108012,0.00129886231202902,5235234,5235259,26
scaffold_183,71209,72069,861,*,72,55.245767996437,-1.98033579247146,-31.6565787877313,0.000111582236108012,0.00129886231202902,2102462,2102533,72
scaffold_38,77031,77966,936,*,65,32.5445862469097,-1.43980783620258,-31.244283419257,0.000111582236108012,0.00129886231202902,4369258,4369322,65
scaffold_177,183398,184193,796,*,70,44.9054662271867,-1.71086519732882,-30.9651278780946,0.000111582236108012,0.00129886231202902,1980911,1980980,70
scaffold_140,414971,415428,458,*,21,15.4943997391329,-2.1120997488058,-30.8153018732954,0.000111582236108012,0.00129886231202902,1259921,1259941,21
scaffold_1,3691195,3691963,769,*,58,35.4389650821343,-1.63005128462014,-30.5923717328832,0.000111582236108012,0.00129886231202902,132467,132524,58
scaffold_17,1501674,1503574,1901,*,54,39.6468249546339,-2.01631173707225,-29.2700620469253,0.000111582236108012,0.00129886231202902,1875146,1875199,54
scaffold_24,909928,910692,765,*,31,22.0396469201215,-2.19131075313495,-28.95156879056,0.000111582236108012,0.00129886231202902,3069341,3069371,31
scaffold_36,97718,98500,783,*,38,24.9211441871264,-1.94512196655971,-28.6341125191956,0.000111582236108012,0.00129886231202902,4241935,4241972,38
scaffold_57,668872,669455,584,*,68,32.3143783784834,1.57163731381649,28.5855183358428,0.000111582236108012,0.00129886231202902,5497445,5497512,68
scaffold_11,1449325,1450023,699,*,67,25.6686407827915,1.21514988648811,28.4012629066565,0.000111582236108012,0.00129886231202902,479196,479262,67
scaffold_16,957393,958650,1258,*,67,33.3688159595929,1.01719891121687,28.3522555073498,0.000111582236108012,0.00129886231202902,1653673,1653739,67
scaffold_814,3258,4554,1297,*,36,27.2440388459094,-2.06442794194246,-28.1731945744106,0.000111582236108012,0.00129886231202902,6454846,6454881,36
scaffold_233,40124,40358,235,*,14,8.23189920893164,-1.57849992535925,-27.8963686910484,0.000111582236108012,0.00129886231202902,2991404,2991417,14
scaffold_2,2967128,2967780,653,*,75,30.541932091607,-1.37887059670802,-27.6216977738567,0.000111582236108012,0.00129886231202902,2448058,2448132,75
scaffold_9,161073,161737,665,*,23,11.601750258892,-1.50641429046568,-27.4117243884837,0.000111582236108012,0.00129886231202902,6663828,6663850,23
scaffold_86,236652,237354,703,*,31,13.595615655126,-1.38526902628833,-27.3256855219954,0.000111582236108012,0.00129886231202902,6570062,6570092,31
scaffold_1372,561,2014,1454,*,73,46.400116671857,-1.66772122744034,-27.0913841809934,0.000111582236108012,0.00129886231202902,1136554,1136626,73
scaffold_36,203394,204133,740,*,28,14.8635276874653,-1.50969038706998,-27.0662131056253,0.000111582236108012,0.00129886231202902,4246316,4246343,28
scaffold_180,86542,87264,723,*,39,16.9013557530778,1.11552439588395,26.9574938718751,0.000111582236108012,0.00129886231202902,2072603,2072641,39
