seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	rawDiff
scaffold_283	78222	79513	1292	*	81	68.7285487211462	-2.5190016235601	-102.265387118189	0.000111582236108012	0.00129886231202902	3556640	3556720	81	-0.914307312047043
scaffold_126	103022	103273	252	*	6	5.17247569875335	-2.43669721863161	-96.4709819894043	0.000111582236108012	0.00129886231202902	867745	867750	6	-1
scaffold_17	771932	773415	1484	*	68	54.7026037563398	-2.32666943762686	-71.4368042959345	0.000111582236108012	0.00129886231202902	1848041	1848108	68	-0.850047513450773
scaffold_5	504432	505768	1337	*	126	76.1690314644219	-1.56302848237288	-62.8264047315549	0.000111582236108012	0.00129886231202902	5109931	5110056	126	-0.603937148481547
scaffold_20	92391	92876	486	*	44	19.1344848924655	1.41415568785716	57.5419567588229	0.000111582236108012	0.00129886231202902	2478018	2478061	44	0.532454675855425
scaffold_916	662	1653	992	*	71	51.1481507929084	-1.91856786913432	-57.4554082007585	0.000111582236108012	0.00129886231202902	6787031	6787101	71	-0.725995466043079
scaffold_273	57273	58266	994	*	68	57.7750449721763	-2.22217142682729	-57.4251509474882	0.000111582236108012	0.00129886231202902	3456869	3456936	68	-0.805037794985865
scaffold_19	677486	678499	1014	*	49	29.306552240529	-1.62935764494882	-49.7105629110373	0.000111582236108012	0.00129886231202902	2206978	2207026	49	-0.636764681192637
scaffold_315	52732	53517	786	*	68	19.936747976594	0.648822914943385	49.5365740017391	0.000111582236108012	0.00129886231202902	3932260	3932327	68	0.286526970774879
scaffold_70	343573	343943	371	*	50	15.5214897399857	0.798579088696985	46.1848074237552	0.000111582236108012	0.00129886231202902	6057071	6057120	50	0.308915554115234
scaffold_11	1493898	1494622	725	*	14	10.9315643539281	-2.23510754558697	-44.5815644005086	0.000111582236108012	0.00129886231202902	481006	481019	14	-0.855725401546154
scaffold_293	97075	98648	1574	*	86	54.806847328299	-1.77016269134336	-39.3991155196111	0.000111582236108012	0.00129886231202902	3652322	3652407	86	-0.663940483660646
scaffold_182	68132	68827	696	*	58	39.644460507473	1.65443154911542	39.1894958196318	0.000111582236108012	0.00129886231202902	2092366	2092423	58	0.686474864910464
scaffold_181	253976	259167	5192	*	156	99.4228991705529	-1.7128927624443	-39.1887598630167	0.000111582236108012	0.00129886231202902	2087889	2088044	156	-0.592094104013623
scaffold_204	117886	119078	1193	*	59	36.0038193231428	-1.49913528274814	-38.5593122053011	0.000111582236108012	0.00129886231202902	2578380	2578438	59	-0.605605221688972
scaffold_128	354944	356326	1383	*	68	41.5349003104266	-1.79743738393483	-38.5309542217825	0.000111582236108012	0.00129886231202902	911124	911191	68	-0.632918323378623
