seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	rawDiff
scaffold_181	254126	255878	1753	*	349	61.9261787200601	-0.713565846878024	-37.4924213789629	6.54321795459007e-05	0.00139109570155967	8506003	8506351	349	-0.199896052456161
scaffold_17	769595	772006	2412	*	481	54.9323076150058	-0.463170770512628	-36.2270201829492	6.54321795459007e-05	0.00139109570155967	7528734	7529214	481	-0.1380161721946
scaffold_934	3702	4736	1035	*	194	39.6420040561543	-0.699365245696135	-34.0268878475857	6.54321795459007e-05	0.00139109570155967	27659148	27659341	194	-0.229698842544728
scaffold_11	116341	117056	716	*	154	32.7934807411841	-0.797790574111248	-31.1086519293103	6.54321795459007e-05	0.00139109570155967	1776716	1776869	154	-0.25234666533288
scaffold_2	972031	973475	1445	*	375	86.0552768977597	0.784838254306682	30.0614660422133	6.54321795459007e-05	0.00139109570155967	9675554	9675928	375	0.283437266600037
scaffold_204	117692	119129	1438	*	231	92.2727052499338	-1.11590882259312	-28.9204114311664	6.54321795459007e-05	0.00139109570155967	10454584	10454814	231	-0.381808624889841
scaffold_916	765	2367	1603	*	257	51.1537924485831	-0.60642446513676	-27.1081163987797	6.54321795459007e-05	0.00139109570155967	27480852	27481108	257	-0.193712854695815
scaffold_106	90560	91150	591	*	172	37.0040933281834	-0.829203539637243	-26.0950096968373	6.54321795459007e-05	0.00139109570155967	1458154	1458325	172	-0.261277205042436
scaffold_725	11333	12233	901	*	220	38.9651795606586	-0.597906057444649	-25.9627129009191	6.54321795459007e-05	0.00139109570155967	24788137	24788356	220	-0.233382563812006
scaffold_36	358481	359286	806	*	193	49.0778708067596	-1.22857136804899	-25.0506082684321	6.54321795459007e-05	0.00139109570155967	17176447	17176639	193	-0.256148188040473
scaffold_301	88500	89559	1060	*	203	45.4930448493391	-0.666909833512375	-24.9531817910822	6.54321795459007e-05	0.00139109570155967	15485395	15485597	203	-0.233970034758293
scaffold_97	473403	474585	1183	*	193	28.6785568797735	-0.498563324047071	-23.9992038416787	6.54321795459007e-05	0.00139109570155967	28003883	28004075	193	-0.177933668304452
scaffold_134	435777	436953	1177	*	154	25.6493422520833	-0.615623947658091	-23.7952644068196	6.54321795459007e-05	0.00139109570155967	4402208	4402361	154	-0.139586900808165
scaffold_104	420417	421372	956	*	235	28.6516923771241	0.443458190697341	23.6159677523842	6.54321795459007e-05	0.00139109570155967	1343375	1343609	235	0.134877453205151
scaffold_33	471430	472401	972	*	237	57.2598798665218	-0.788440903672981	-23.0888514582781	6.54321795459007e-05	0.00139109570155967	16335259	16335495	237	-0.247825563649698
scaffold_44	597752	598526	775	*	158	38.2574028592151	-0.839453042696408	-22.8052382512203	6.54321795459007e-05	0.00139109570155967	19459305	19459462	158	-0.298678206630576
scaffold_339	40082	40608	527	*	95	19.1218603353369	-0.684167594029106	-22.6596632533207	6.54321795459007e-05	0.00139109570155967	16551082	16551176	95	-0.224806799807403
scaffold_61	234202	234646	445	*	101	13.0209493348058	-1.59304515331923	-22.362312226649	6.54321795459007e-05	0.00139109570155967	23016710	23016810	101	-0.300263499495264
scaffold_143	382546	383172	627	*	156	24.7710104778022	-0.603351148132675	-22.0925119884409	6.54321795459007e-05	0.00139109570155967	5328927	5329082	156	-0.172745248748068
scaffold_181	258311	259181	871	*	152	60.1529896326856	-1.61842288129738	-21.904160500295	6.54321795459007e-05	0.00139109570155967	8506777	8506928	152	-0.385358630793553
scaffold_145	308543	309653	1111	*	133	25.907170885768	-0.618518458933723	-21.6829701291984	6.54321795459007e-05	0.00139109570155967	5452314	5452446	133	-0.210748083720255
scaffold_189	66981	67495	515	*	118	47.2179480764587	1.54285467389477	21.4654490444435	6.54321795459007e-05	0.00139109570155967	8846320	8846437	118	0.383653499343034
scaffold_18	146299	147081	783	*	168	45.8550694222826	-1.07014995133037	-21.3660580676216	6.54321795459007e-05	0.00139109570155967	8210986	8211153	168	-0.294997585151261
scaffold_20	118535	119235	701	*	107	21.8130947607716	-0.640402400097824	-21.1498619666386	6.54321795459007e-05	0.00139109570155967	10071963	10072069	107	-0.235795345519323
scaffold_121	327137	328272	1136	*	222	40.3884477580521	-0.594375074487176	-20.7289184654733	6.54321795459007e-05	0.00139109570155967	3165320	3165541	222	-0.235085808407299
scaffold_37	585126	586272	1147	*	135	21.4457865174575	0.574128124369216	20.7093221666265	6.54321795459007e-05	0.00139109570155967	17475259	17475393	135	0.159706822566302
scaffold_95	275956	276479	524	*	69	7.44925731637642	-0.570697059512112	-20.6968190788133	6.54321795459007e-05	0.00139109570155967	27797109	27797177	69	-0.128982396106974
scaffold_48	459213	459798	586	*	122	41.6661567538122	-1.38795136116159	-20.3651425657818	6.54321795459007e-05	0.00139109570155967	20215546	20215667	122	-0.334756336610033
scaffold_124	433829	434681	853	*	202	51.5035732104582	-0.719954103655779	-20.3557207687769	6.54321795459007e-05	0.00139109570155967	3406670	3406871	202	-0.279322649486863
scaffold_15	844611	845031	421	*	90	9.78237522677836	-0.536065311858567	-20.2499798058859	6.54321795459007e-05	0.00139109570155967	5840838	5840927	90	-0.152854265560302
scaffold_36	97921	98870	950	*	159	69.6943030530364	-1.254849224692	-20.2376499297576	6.54321795459007e-05	0.00139109570155967	17135232	17135390	159	-0.399478915116535
scaffold_7	584781	586298	1518	*	238	47.6775495621159	-0.722214244797314	-20.2012438291263	6.54321795459007e-05	0.00139109570155967	24218142	24218379	238	-0.298830091529849
scaffold_273	57741	58198	458	*	92	10.637249933202	-0.756199318422394	-19.9824375195384	6.54321795459007e-05	0.00139109570155967	13895236	13895327	92	-0.202911422833549
scaffold_70	123110	123405	296	*	75	22.2378896406859	-1.1388846142833	-19.8733301742257	6.54321795459007e-05	0.00139109570155967	24470653	24470727	75	-0.347047768730531
scaffold_1	1588130	1588868	739	*	134	52.7704395119697	-1.23671455452261	-19.8400139246199	6.54321795459007e-05	0.00139109570155967	236945	237078	134	-0.421213325807224
scaffold_193	137203	137440	238	*	46	4.82167145924781	-1.27247203558795	-19.8154427077081	6.54321795459007e-05	0.00139109570155967	9271537	9271582	46	-0.445411726640367
scaffold_114	150305	150897	593	*	121	30.0407543457766	-0.952247539016005	-19.7672480238269	6.54321795459007e-05	0.00139109570155967	2343928	2344048	121	-0.29159772772192
scaffold_84	295211	295835	625	*	187	28.1309047938896	0.491041812677333	19.6924643131317	6.54321795459007e-05	0.00139109570155967	26401492	26401678	187	0.189969904105284
scaffold_119	251542	252253	712	*	178	20.724989129452	-0.379942795556264	-19.6904391521722	6.54321795459007e-05	0.00139109570155967	2746415	2746592	178	-0.137419922581871
scaffold_243	2468	3885	1418	*	339	40.9340685267398	0.393302192002461	19.6618991372184	6.54321795459007e-05	0.00139109570155967	12548668	12549006	339	0.134096395941076
scaffold_39	944069	944735	667	*	173	29.3286557429135	-0.74010467276167	-19.5476410854076	6.54321795459007e-05	0.00139109570155967	18022965	18023137	173	-0.148612296893273
scaffold_143	385072	385557	486	*	101	19.3076876895953	-1.35239484029529	-19.3877937314613	6.54321795459007e-05	0.00139109570155967	5329225	5329325	101	-0.298714717116426
scaffold_135	287543	288334	792	*	106	37.8952554162619	-0.97751737088702	-19.3646348635216	6.54321795459007e-05	0.00139109570155967	4456314	4456419	106	-0.381822934437077
scaffold_64	219902	220703	802	*	144	24.1456121125692	-0.53299052520082	-19.2843728149131	6.54321795459007e-05	0.00139109570155967	23403396	23403539	144	-0.155036998122562
scaffold_64	236754	237408	655	*	132	21.3453576446025	-0.500133803373148	-19.0646367017196	6.54321795459007e-05	0.00139109570155967	23405338	23405469	132	-0.179615711971545
scaffold_109	475798	476257	460	*	98	12.0238692080073	-0.620191864763129	-18.9276567902312	6.54321795459007e-05	0.00139109570155967	1747993	1748090	98	-0.190376887522522
scaffold_114	68243	68688	446	*	111	42.1192850618741	-1.93789609808388	-18.9123304112795	6.54321795459007e-05	0.00139109570155967	2331995	2332105	111	-0.434572964250579
scaffold_18	569648	570424	777	*	172	21.7710755840068	-0.405829705687827	-18.8926379568514	6.54321795459007e-05	0.00139109570155967	8273846	8274017	172	-0.118101607516619
scaffold_533	1629	1789	161	*	28	7.86656486416962	-0.966611027781714	-18.8882656317435	6.54321795459007e-05	0.00139109570155967	21640867	21640894	28	-0.285865930510758
scaffold_952	17	1385	1369	*	307	88.0445141948424	0.578845791634383	18.8855867204159	6.54321795459007e-05	0.00139109570155967	27837696	27838002	307	0.276301462028267
scaffold_755	6513	7962	1450	*	308	46.7724096231399	-0.641914092303769	-18.8689327700501	6.54321795459007e-05	0.00139109570155967	25148517	25148824	308	-0.156826043810116
scaffold_9	160854	161905	1052	*	161	46.6250930442566	-1.11409400276313	-18.8587365332111	6.54321795459007e-05	0.00139109570155967	26981639	26981799	161	-0.393567121193082
scaffold_2080	17	165	149	*	32	13.3165673052432	-1.27131748898983	-18.8285816703948	6.54321795459007e-05	0.00139109570155967	10635660	10635691	32	-0.505270660050302
scaffold_9	65057	65993	937	*	127	19.6927454503176	-0.525746066289322	-18.6594060300655	6.54321795459007e-05	0.00139109570155967	26968063	26968189	127	-0.16039822666918
scaffold_15	1560845	1561207	363	*	81	8.34963921166424	-0.569468114874603	-18.386333004159	6.54321795459007e-05	0.00139109570155967	5931448	5931528	81	-0.172858726069803
scaffold_11	1493916	1494414	499	*	44	9.49425762593361	-0.893452476989135	-18.378366733841	6.54321795459007e-05	0.00139109570155967	1972504	1972547	44	-0.250978868372082
scaffold_47	90022	90501	480	*	85	10.6755586337922	-0.542741900953486	-18.3089928364461	6.54321795459007e-05	0.00139109570155967	19977390	19977474	85	-0.174742876529114
scaffold_664	8623	9745	1123	*	51	11.3671593625516	-0.836582446791018	-18.1822321491473	6.54321795459007e-05	0.00139109570155967	23745491	23745541	51	-0.231288299919537
scaffold_456	9719	10145	427	*	116	17.8831082020228	-0.553442818800357	-18.168816326481	6.54321795459007e-05	0.00139109570155967	19754223	19754338	116	-0.161483103177326
scaffold_199	126997	127732	736	*	155	34.6187908934119	-0.867895631242428	-17.9763826317386	6.54321795459007e-05	0.00139109570155967	9521838	9521992	155	-0.282769933948061
scaffold_86	236816	237203	388	*	91	10.8570685306629	-0.507166669865305	-17.9355879024256	6.54321795459007e-05	0.00139109570155967	26598344	26598434	91	-0.130179620985399
scaffold_69	446255	446743	489	*	121	21.1468466996461	1.0913345368831	17.8872941325787	6.54321795459007e-05	0.00139109570155967	24071809	24071929	121	0.28507872545927
scaffold_14	950597	951175	579	*	103	32.1300428098088	-1.15994678932285	-17.7386622689517	6.54321795459007e-05	0.00139109570155967	4924154	4924256	103	-0.420853631934223
scaffold_131	2606	3180	575	*	137	18.8044764394881	-0.559761117614451	-17.720863609453	6.54321795459007e-05	0.00139109570155967	4136217	4136353	137	-0.19517743888947
scaffold_19	774441	774897	457	*	107	26.7953023307707	-1.26387990948265	-17.5206614633286	6.54321795459007e-05	0.00139109570155967	8996348	8996454	107	-0.276351399590321
scaffold_1089	2689	3106	418	*	91	10.1614899345557	-0.618057272431618	-17.3113117391132	6.54321795459007e-05	0.00139109570155967	1683727	1683817	91	-0.162995076482376
scaffold_42	577898	578374	477	*	100	11.5475971345871	-0.644236760921089	-17.2681908307246	6.54321795459007e-05	0.00139109570155967	19045093	19045192	100	-0.212575055162355
scaffold_481	2406	3035	630	*	118	30.0380994614989	-0.831442116033716	-17.2133981409673	6.54321795459007e-05	0.00139109570155967	20282514	20282631	118	-0.334204905763596
scaffold_18	936971	937109	139	*	36	14.2648491346401	-1.03240636840499	-17.2022674603047	6.54321795459007e-05	0.00139109570155967	8333838	8333873	36	-0.370973911438738
scaffold_4	2012832	2012959	128	*	36	13.4014846900961	1.66444161769937	17.1659701086019	6.54321795459007e-05	0.00139109570155967	18389408	18389443	36	0.673137125220459
